model_name,trial_number,objective_pr_auc,default_precision,default_recall,default_f1_score,default_roc_auc,best_f1_threshold,best_f1_precision,best_f1_recall,best_f1_score,best_cost_threshold,minimum_business_cost,best_cost_precision,best_cost_recall,best_cost_f1_score,best_cost_false_negatives,best_cost_false_positives,smote_sampling_strategy,smote_k_neighbors,n_estimators,learning_rate,num_leaves,max_depth,min_child_samples,subsample,colsample_bytree,reg_alpha,reg_lambda
smote_lightgbm,49,0.8237348714823821,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9668339960653476,0.26,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.04,81400,0.8181818181818182,0.7974683544303798,0.8076923076923077,16,14,0.34083378998807695,6,1148,0.06862952710097013,237,8,30,0.7757287253038437,0.625684035629203,1.52168680871132e-07,0.11238317930396989
smote_lightgbm,50,0.836556674603864,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.9693308586391223,0.53,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.21000000000000002,80600,0.9130434782608695,0.7974683544303798,0.8513513513513513,16,6,0.3779263088305383,7,1024,0.11690517826436822,44,9,37,0.959859346798425,0.5233651849252785,1.1815405514292841e-08,5.733581687533351e-07
smote_lightgbm,51,0.8365800553110032,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.979805827403992,0.68,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.01,68000,0.6875,0.8354430379746836,0.7542857142857143,13,30,0.3868020837803808,8,1070,0.16608337965185235,86,11,28,0.8112712423473252,0.5457568379219883,5.297003485509813e-06,0.409657467328103
smote_lightgbm,52,0.8269963991184949,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9688130093969742,0.67,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.01,71800,0.7831325301204819,0.8227848101265823,0.8024691358024691,14,18,0.44024733191673976,9,985,0.17139791409176566,116,5,24,0.8381963276156232,0.5715491587771245,2.3960668953275322e-05,0.04032107352102994
smote_lightgbm,53,0.8362010738012546,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9766901057681339,0.74,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.01,72100,0.7558139534883721,0.8227848101265823,0.7878787878787878,14,21,0.40662685795808945,8,1032,0.13895229286355743,135,12,19,0.9038667656222913,0.5475208352885317,1.6701357398505492e-06,0.15436948734089526
smote_lightgbm,54,0.8366058252092197,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.9777911962846194,0.8300000000000001,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.01,64700,0.5877192982456141,0.8481012658227848,0.694300518134715,12,47,0.31134142467136694,7,796,0.11995546778254976,66,10,45,0.759632582007433,0.5957796049102931,5.716886883081924e-05,4.596549668267164
smote_lightgbm,55,0.8204376796033718,0.8472222222222222,0.7721518987341772,0.8079470198675497,0.9755728759415758,0.77,0.9384615384615385,0.7721518987341772,0.8472222222222222,0.02,71200,0.515625,0.8354430379746836,0.6376811594202898,13,62,0.39038511162014594,8,1161,0.1835148777271944,150,11,36,0.7960660031523507,0.6561006035536836,0.45089178331826063,0.005007891423569502
smote_lightgbm,56,0.8483355266526652,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.9733531642786981,0.27,0.927536231884058,0.810126582278481,0.8648648648648649,0.01,62500,0.7282608695652174,0.8481012658227848,0.783625730994152,12,25,0.36680554944510324,7,1086,0.1517285483434505,26,11,55,0.8637578634446061,0.5171175023487049,0.00026518389079369407,1.0011050958330658
smote_lightgbm,57,0.8433560756078077,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.9778443447022716,0.44,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.02,63200,0.6767676767676768,0.8481012658227848,0.7528089887640449,12,32,0.36891528632925397,7,724,0.09148998457914082,27,12,66,0.8736627345920785,0.5172489101135932,0.0002044369262013654,0.9904634317319279
smote_lightgbm,58,0.8414473524849139,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9751117925486474,0.45,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.01,68300,0.6666666666666666,0.8354430379746836,0.7415730337078652,13,33,0.36595398551897373,6,954,0.09428516499725562,23,10,66,0.8715037298629676,0.5186139027178994,0.0002816610704828024,0.6611781519862052
smote_lightgbm,59,0.8409684399699888,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9772942168399787,0.32,0.8904109589041096,0.8227848101265823,0.8552631578947368,0.060000000000000005,62500,0.7282608695652174,0.8481012658227848,0.783625730994152,12,25,0.3215973644779,7,855,0.07581821810208517,22,11,78,0.9175937472058115,0.5580662218915236,0.0027468246074360257,6.278516496301927
smote_lightgbm,60,0.834633346131743,0.9142857142857143,0.810126582278481,0.8590604026845637,0.971139852687056,0.42000000000000004,0.9142857142857143,0.810126582278481,0.8590604026845637,0.42000000000000004,75600,0.9142857142857143,0.810126582278481,0.8590604026845637,15,6,0.4771784022589093,6,1107,0.14839667904602152,16,12,50,0.8511031889852333,0.5168631489468264,0.00017564644369000412,0.12778451778541464
smote_lightgbm,61,0.8401970292044671,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9754507180601663,0.8200000000000001,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.01,68500,0.6534653465346535,0.8354430379746836,0.7333333333333333,13,35,0.36679076162497753,6,936,0.11203495581093476,29,10,60,0.8707338381255638,0.5165559061191177,0.00027949242610050715,0.694511848784976
smote_lightgbm,62,0.8407109432683686,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.9722089428473639,0.53,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.01,63900,0.6320754716981132,0.8481012658227848,0.7243243243243244,12,39,0.3722427639917468,7,973,0.0956740026250678,24,10,68,0.8917261882978011,0.5371179356308673,0.001208283394628407,1.1767373709227527
smote_lightgbm,63,0.8384341260065821,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.97951448503079,0.8,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.03,66400,0.825,0.8354430379746836,0.8301886792452831,13,14,0.35876153998774957,4,1048,0.09112388590492992,41,10,73,0.9533280293125422,0.5751671632216603,0.012168041399792079,0.3981991235143744
smote_lightgbm,64,0.8417989665040911,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9718597215690749,0.73,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.19,75800,0.8888888888888888,0.810126582278481,0.847682119205298,15,8,0.4214991791519816,6,1087,0.1277541273636048,53,9,63,0.8222647755812583,0.5012309289687036,0.00242686053266879,0.037422894733274405
smote_lightgbm,65,0.8363058281787009,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9686555119917857,0.45,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.01,72400,0.7303370786516854,0.8227848101265823,0.7738095238095238,14,24,0.3979521197668845,7,1082,0.13115035467399433,57,8,56,0.8182675691087947,0.5010565281282536,0.0019047189937972525,0.05420803770226832
smote_lightgbm,66,0.8333143597205435,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.979093193385109,0.8,0.9545454545454546,0.7974683544303798,0.8689655172413793,0.01,64900,0.5775862068965517,0.8481012658227848,0.6871794871794872,12,49,0.4145534837449099,5,1122,0.15105654026201626,47,9,54,0.5441056874604528,0.5532882436531927,0.09698244791683173,0.02578448071333699
smote_lightgbm,67,0.8384920957452449,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9741334164415048,0.33,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.01,71800,0.7831325301204819,0.8227848101265823,0.8024691358024691,14,18,0.45477718241905474,7,1157,0.12426310652398834,36,11,75,0.8541908893516076,0.5258657629887301,0.00413311405507454,0.012503410269518202
smote_lightgbm,68,0.8358303266293942,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.974353801503182,0.86,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.01,67700,0.7096774193548387,0.8354430379746836,0.7674418604651163,13,27,0.30142056360897895,6,1191,0.05996682331048925,51,9,63,0.9215242173594793,0.5984088833133597,5.384141038017668e-05,0.20485715214964606
smote_lightgbm,69,0.8429348362508925,0.8985507246376812,0.7848101265822784,0.8378378378378378,0.9742934182223941,0.81,0.953125,0.7721518987341772,0.8531468531468531,0.01,63900,0.6320754716981132,0.8481012658227848,0.7243243243243244,12,39,0.4305559555715738,7,1043,0.10480306986678933,65,7,69,0.8418571723043234,0.5406736860852975,0.0006462010679775262,2.1489860058462447
smote_lightgbm,70,0.8388640893399273,0.8970588235294118,0.7721518987341772,0.8299319727891157,0.9753995174902816,0.66,0.953125,0.7721518987341772,0.8531468531468531,0.02,63300,0.67,0.8481012658227848,0.7486033519553073,12,33,0.44215559451589326,7,916,0.08185930196996143,80,7,91,0.840829732247855,0.5816566504540858,0.0007179506341290815,2.136427085121794
smote_lightgbm,71,0.8407803626304576,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.974815163160077,0.62,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.02,64000,0.6261682242990654,0.8481012658227848,0.7204301075268817,12,40,0.42592700013917717,7,1034,0.10618138603126902,65,7,57,0.892385804642671,0.5405193388767273,0.02347136358529603,4.027210184416385
smote_lightgbm,72,0.8421955751629935,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.9719187135300289,0.61,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.01,69100,0.616822429906542,0.8354430379746836,0.7096774193548387,13,41,0.3850671671860396,7,1083,0.18110472888311088,33,6,71,0.8238488106137637,0.5113282806693925,0.0010625363941791075,1.7958375607374055
smote_lightgbm,73,0.8367918613126328,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.9726822698548298,0.75,0.953125,0.7721518987341772,0.8531468531468531,0.01,63600,0.6504854368932039,0.8481012658227848,0.7362637362637363,12,36,0.38040670453092873,7,1054,0.19883538280050878,36,6,85,0.8644620092327399,0.5556915601603862,0.0011135438029241333,1.5102591850288436
smote_lightgbm,74,0.8379047981988111,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9759924980034561,0.36000000000000004,0.9402985074626866,0.7974683544303798,0.863013698630137,0.02,72400,0.7303370786516854,0.8227848101265823,0.7738095238095238,14,24,0.3467810982238063,8,1118,0.1778456630338583,29,6,70,0.8452671405149514,0.5145624668961253,0.00013549512898345444,0.8876692473878418
smote_lightgbm,75,0.8329905887305974,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9706080902465697,0.43,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.01,68400,0.44370860927152317,0.8481012658227848,0.5826086956521739,12,84,0.39655797438840173,7,1014,0.15501079456273514,41,4,78,0.7801062699491343,0.5293576533531301,1.075372850705186e-05,6.178351585264649
smote_lightgbm,76,0.8311555646907296,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9694137813012178,0.55,0.9402985074626866,0.7974683544303798,0.863013698630137,0.22,75700,0.9014084507042254,0.810126582278481,0.8533333333333334,15,7,0.47194416379676873,7,714,0.14257876283420387,72,5,49,0.8113470121819442,0.5679037073590703,0.00033148010192458394,0.42289593544733173
smote_lightgbm,77,0.8363842509563052,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9692913451558418,0.41000000000000003,0.9402985074626866,0.7974683544303798,0.863013698630137,0.01,70500,0.5454545454545454,0.8354430379746836,0.66,13,55,0.274025345596457,8,785,0.181438493883572,61,5,68,0.828836269699868,0.5445936652078782,2.786630205812167e-07,2.3696441231383703
smote_lightgbm,78,0.8334933409177501,0.8985507246376812,0.7848101265822784,0.8378378378378378,0.9755108230769872,0.8200000000000001,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.03,67000,0.48905109489051096,0.8481012658227848,0.6203703703703703,12,70,0.33435452885422945,7,472,0.09917858948830863,87,6,54,0.880451240829984,0.5117948769167614,0.0005994533157491444,9.881817773238
smote_lightgbm,79,0.8326036164315366,0.8985507246376812,0.7848101265822784,0.8378378378378378,0.974556655934953,0.85,0.9523809523809523,0.759493670886076,0.8450704225352113,0.01,67400,0.475177304964539,0.8481012658227848,0.6090909090909091,12,74,0.49757742879542677,7,972,0.06847268531585293,103,7,40,0.9092233390180156,0.9289432657285328,0.00466575856849737,3.367252854930079
smote_lightgbm,80,0.8406775835577234,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9753332906661918,0.6900000000000001,0.9402985074626866,0.7974683544303798,0.863013698630137,0.03,67300,0.7415730337078652,0.8354430379746836,0.7857142857142857,13,23,0.35731569415579845,8,653,0.11609681278962294,34,12,46,0.8566718208990503,0.5321915181676969,6.569173144413111e-07,1.3352644759220904
smote_lightgbm,81,0.8313033977532912,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9791112805429486,0.62,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.03,76400,0.8205128205128205,0.810126582278481,0.8152866242038217,15,14,0.4186865383451859,6,1085,0.13206451382101594,53,11,63,0.7959559567319304,0.5017873587781362,0.0017753956429584516,0.23906738023841537
smote_lightgbm,82,0.8344133167837086,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9681482367803746,0.41000000000000003,0.927536231884058,0.810126582278481,0.8648648648648649,0.03,71300,0.8333333333333334,0.8227848101265823,0.8280254777070064,14,13,0.43224670019712946,6,1129,0.1575007425292903,23,8,74,0.8281015550336306,0.5587415165069294,0.007712833381449178,0.1105962140515607
smote_lightgbm,83,0.8388278609092075,0.8985507246376812,0.7848101265822784,0.8378378378378378,0.9775118192619884,0.78,0.9242424242424242,0.7721518987341772,0.8413793103448276,0.01,67400,0.7333333333333333,0.8354430379746836,0.7810650887573964,13,24,0.4067868726569037,7,1090,0.128952105290841,45,12,82,0.8169603687056277,0.5255401439211378,4.92990802602854e-08,0.6028019800625964
smote_lightgbm,84,0.8370220878153878,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9795751465755446,0.62,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.02,71500,0.8125,0.8227848101265823,0.8176100628930818,14,15,0.3803175305824675,6,1174,0.16031438284007157,51,11,61,0.7586280400154684,0.5120482944022889,0.0005041091309312767,0.375943655642104
smote_lightgbm,85,0.8368691758291612,0.9384615384615385,0.7721518987341772,0.8472222222222222,0.968485214444126,0.37,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.01,65300,0.5583333333333333,0.8481012658227848,0.6733668341708543,12,53,0.3265270710243378,7,1010,0.1053831883919358,79,5,65,0.7884381758259141,0.5447485801907974,9.858556804859459e-05,1.8012293582381977
smote_lightgbm,86,0.8386617001449412,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9725923905935648,0.67,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.01,69100,0.616822429906542,0.8354430379746836,0.7096774193548387,13,41,0.3510669302480982,8,593,0.14451292593359819,40,7,69,0.8446478313734214,0.5839286160425343,0.00020349663836146566,0.8785577518355786
smote_lightgbm,87,0.824994305608595,0.8205128205128205,0.810126582278481,0.8152866242038217,0.9826942073790038,0.8,0.9,0.7974683544303798,0.8456375838926175,0.09,66100,0.5234375,0.8481012658227848,0.6473429951690821,12,61,0.3955484803142923,6,1055,0.1804561355045251,93,12,34,0.8786018801052046,0.535054686983549,7.675922763577443,0.15172944296506377
smote_lightgbm,88,0.8397662226023541,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9743440622643452,0.68,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.02,71400,0.8227848101265823,0.8227848101265823,0.8227848101265823,14,14,0.41551565115344286,7,1071,0.1205863773745836,70,11,60,0.8061846274003905,0.5008026464375588,4.034308825361564e-05,0.03369083811529781
smote_lightgbm,89,0.8452535647850107,0.8857142857142857,0.7848101265822784,0.8322147651006712,0.9768926819359381,0.7100000000000001,0.9538461538461539,0.7848101265822784,0.8611111111111112,0.02,67000,0.7674418604651163,0.8354430379746836,0.8,13,20,0.37366982414267624,7,618,0.07621665191689501,59,10,111,0.8994326482620846,0.5728897343687178,2.64119556439383e-08,0.08809023559096801
smote_lightgbm,90,0.8167025592386961,0.5,0.8227848101265823,0.6220095693779905,0.9674687161735365,0.9500000000000001,0.9104477611940298,0.7721518987341772,0.8356164383561644,0.29000000000000004,62400,0.28688524590163933,0.8860759493670886,0.43343653250773995,9,174,0.37088339719975527,7,350,0.07174243395252972,215,3,111,0.9925524933848109,0.5999690744979836,2.3093386462839238e-08,2.9281164492458465
smote_lightgbm,91,0.8438388888075932,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9779414588266722,0.48000000000000004,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.01,67900,0.6947368421052632,0.8354430379746836,0.7586206896551724,13,29,0.382918126537614,7,1036,0.07662634347539837,57,10,100,0.8324221789456537,0.5695133318889931,7.001411406180675e-08,0.2927887508128652
smote_lightgbm,92,0.8339103511333072,0.875,0.7974683544303798,0.8344370860927153,0.9692660231348662,0.63,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.03,67300,0.4785714285714286,0.8481012658227848,0.6118721461187214,12,73,0.3857681976968669,7,630,0.054978650759594835,16,10,109,0.8963813806570713,0.6192666992755056,6.115295174056931e-08,0.08091610490166928
smote_lightgbm,93,0.8415593379234731,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9796942435533196,0.42000000000000004,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.03,72100,0.7558139534883721,0.8227848101265823,0.7878787878787878,14,21,0.3445523945796506,7,564,0.08127530865298915,60,10,108,0.9338295227506932,0.5662301240206126,1.4207218685190631e-07,0.2646896998084526
smote_lightgbm,94,0.83547706868632,0.9117647058823529,0.7848101265822784,0.8435374149659864,0.9746434742925835,0.36000000000000004,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.03,72100,0.7558139534883721,0.8227848101265823,0.7878787878787878,14,21,0.3608374326164772,8,755,0.08708352587851194,32,11,100,0.8614600210192473,0.5782160341724122,2.1249495903541066e-08,0.6181478158430045
smote_lightgbm,95,0.8349837178218028,0.9130434782608695,0.7974683544303798,0.8513513513513513,0.9788096424029763,0.31,0.9014084507042254,0.810126582278481,0.8533333333333334,0.02,64600,0.5929203539823009,0.8481012658227848,0.6979166666666666,12,46,0.31458272605159837,7,677,0.07912067849610502,67,10,103,0.8344635052871248,0.5529144499577414,3.1139901935439104e-08,4.918717551865872
smote_lightgbm,96,0.8443907457211267,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9797908011497867,0.44,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.02,62700,0.7127659574468085,0.8481012658227848,0.7745664739884393,12,27,0.33460503053130974,7,1043,0.10160044829679009,25,9,117,0.8755614957838873,0.5227467809460011,1.3225680620301177e-08,1.2339282008749808
smote_lightgbm,97,0.841678617891492,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.9740930681663239,0.38,0.9264705882352942,0.7974683544303798,0.8571428571428571,0.02,63300,0.67,0.8481012658227848,0.7486033519553073,12,33,0.3277070721110634,7,998,0.06408683405023795,23,9,118,0.8735025294770249,0.5235101286028533,1.4136676729263106e-08,1.145822226576206
smote_lightgbm,98,0.8397840228547023,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.9687403825016487,0.48000000000000004,0.9393939393939394,0.7848101265822784,0.8551724137931035,0.04,76000,0.8648648648648649,0.810126582278481,0.8366013071895425,15,10,0.37627228187154416,7,1034,0.09906395696776325,26,12,114,0.9032295966334897,0.5679741017788531,1.0523183143105918e-07,6.40639723511208e-07
smote_lightgbm,99,0.8398653513095302,0.8857142857142857,0.7848101265822784,0.8322147651006712,0.9718151993343926,0.62,0.9253731343283582,0.7848101265822784,0.8493150684931506,0.01,66000,0.5275590551181102,0.8481012658227848,0.6504854368932039,12,60,0.401844178831064,7,847,0.044702959586316024,33,8,95,0.9152298707771864,0.5491956647475391,3.3193440715683364e-07,0.4247901330176463
